project_id,state,district,constituency,mp_name,sector,title,description,village,block,latitude,longitude,sanctioned_amount,estimated_cost,expenditure,recommendation_date,sanction_date,start_date,completion_date,status,contractor_name,implementing_agency
MPL-00077,Bihar,Patna,Patna Sahib,R. S. Prasad,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-117,Installation of Smart Classroom and Computer Lab in Village-117,Village-117,Block-2,25.73018,85.19365,1118098.0,1108704.82,814563.19,2024-03-01,2024-03-13,2024-04-17,2024-09-19,Completed,Surya Shakti Engineering,Public Works Department (PWD)
MPL-00078,Gujarat,Rajkot,Rajkot,P. Rupala,Education & Schools,Construction of Additional Classrooms at Govt High School Village-96,Construction of Additional Classrooms at Govt High School Village-96,Village-96,Block-5,22.27714,70.91428,2902403.0,2795047.6,2083908.79,2024-06-30,2024-07-29,2024-09-17,2024-12-17,Completed,Vanguard Infra Solutions,Public Works Department (PWD)
MPL-00079,Rajasthan,Jaipur,Jaipur,M. Joshi,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-148,Construction of CC Road and Drainage Channel at Village-148,Village-148,Block-7,26.87267,75.86608,2564121.0,2490463.75,2300070.1,2023-07-22,2023-08-18,2023-09-08,2024-03-28,Completed,Local Panchayat Works Unit,Rural Engineering Service (RES)
MPL-00080,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-8,Supply and installation of 25 Solar Street Lights in Village-8,Village-8,Block-3,25.42856,82.9938,594589.0,581107.91,552208.39,2023-11-14,2023-12-14,2024-01-20,,In Progress,Vanguard Infra Solutions,Public Works Department (PWD)
MPL-00081,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Community Infrastructure,Installation of Public Shed and Seating Area at Village-136,Installation of Public Shed and Seating Area at Village-136,Village-136,Block-3,25.40065,82.99418,512791.0,506442.36,428741.34,2023-05-27,2023-06-11,2023-07-19,2023-12-09,Completed,Shree Ganesh Construction Co,Public Works Department (PWD)
MPL-00082,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Community Infrastructure,Development of Community Center and Boundary Wall in Village-114,Development of Community Center and Boundary Wall in Village-114,Village-114,Block-10,25.3213,82.92745,1494093.0,1482740.1,1317973.5,2024-02-04,2024-02-29,2024-04-01,,In Progress,Shree Ganesh Construction Co,District Rural Development Agency (DRDA)
MPL-00083,Rajasthan,Jaipur,Jaipur,M. Joshi,Community Infrastructure,Construction of Community Hall at Village Village-102,Construction of Community Hall at Village Village-102,Village-102,Block-3,26.86084,75.63962,2256875.0,2156394.85,1718219.73,2023-07-14,2023-08-05,2023-08-28,2024-01-09,Completed,Vanguard Infra Solutions,Rural Engineering Service (RES)
MPL-00084,Bihar,Patna,Patna Sahib,R. S. Prasad,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-19,Supply and installation of 25 Solar Street Lights in Village-19,Village-19,Block-2,25.61683,85.15962,708179.0,733798.39,504712.57,2022-12-29,2023-01-20,2023-03-05,2023-07-23,Completed,Vanguard Infra Solutions,District Rural Development Agency (DRDA)
MPL-00085,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-118,Construction of CC Road and Drainage Channel at Village-118,Village-118,Block-6,25.34426,82.98109,3244884.0,3306410.26,2623669.8,2024-03-06,2024-03-23,2024-04-13,,In Progress,Vanguard Infra Solutions,District Rural Development Agency (DRDA)
MPL-00086,Kerala,Wayanad,Wayanad,P. Gandhi,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-131,Installation of RO Water Purification Plant at Village-131,Village-131,Block-4,11.77991,76.05288,1163984.0,1119057.32,992861.61,2023-12-09,2023-12-24,2024-01-30,2024-09-11,Completed,National Civil Projects,District Rural Development Agency (DRDA)
MPL-00087,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Construction of Community Hall at Village Village-127,Construction of Community Hall at Village Village-127,Village-127,Block-3,21.1887,79.23416,1972980.0,2023181.65,1830852.73,2024-03-11,2024-04-04,2024-06-01,2024-12-22,Completed,Kisan Rural Developers,District Rural Development Agency (DRDA)
MPL-00088,Gujarat,Rajkot,Rajkot,P. Rupala,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-78,Installation of Smart Classroom and Computer Lab in Village-78,Village-78,Block-2,22.16518,70.76282,3500000.0,1500424.14,3500000.0,2024-05-05,2024-01-10,2024-01-12,2024-01-15,Completed,Sai Urban Works Pvt Ltd,Public Works Department (PWD)
MPL-00089,Madhya Pradesh,Indore,Indore,S. Lalwani,Education & Schools,Solar Rooftop Power System installation for School at Village-142,Solar Rooftop Power System installation for School at Village-142,Village-142,Block-2,22.7511,75.85811,915140.0,937004.62,651860.46,2024-07-19,2024-08-08,2024-10-03,,In Progress,Apex Infrastructure Ltd,Municipal Corporation
MPL-00090,Gujarat,Rajkot,Rajkot,P. Rupala,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-11,Installation of Solar LED High-Mast Lighting System at Village-11,Village-11,Block-10,22.26576,70.73707,529889.0,540890.65,528456.08,2024-06-09,2024-06-20,2024-08-07,2025-01-07,Completed,Vanguard Infra Solutions,District Rural Development Agency (DRDA)
MPL-00091,Kerala,Wayanad,Wayanad,P. Gandhi,Community Infrastructure,Development of Community Center and Boundary Wall in Village-25,Development of Community Center and Boundary Wall in Village-25,Village-25,Block-7,11.55985,76.18108,1385066.0,1409772.72,1087614.89,2024-10-20,2024-11-03,2024-12-26,2025-05-20,Completed,Kisan Rural Developers,District Rural Development Agency (DRDA)
MPL-00092,Gujarat,Rajkot,Rajkot,P. Rupala,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-97,Widening of Rural Link Road connecting Village-97,Village-97,Block-6,22.42763,70.68024,4699006.0,4836058.13,4435652.25,2024-11-07,2024-11-17,2025-01-15,2025-09-07,Completed,Vanguard Infra Solutions,Minor Irrigation Division
MPL-00093,Kerala,Wayanad,Wayanad,P. Gandhi,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-55,Construction of CC Road and Drainage Channel at Village-55,Village-55,Block-9,11.62414,76.21844,2216664.0,2315897.01,1875034.57,2023-08-09,2023-08-20,2023-09-12,,In Progress,Reliable Works Corporation,Minor Irrigation Division
MPL-00094,Kerala,Wayanad,Wayanad,P. Gandhi,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-97,Installation of Solar LED High-Mast Lighting System at Village-97,Village-97,Block-10,11.65866,76.18491,480872.0,464630.41,456541.57,2024-09-12,2024-10-01,2024-10-26,2025-01-05,Completed,Bharat Engineers & Builders,Municipal Corporation
MPL-00095,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-62,Drilling of Deep Borewell and Overhead Tank Setup at Village-62,Village-62,Block-9,13.20983,77.5563,774500.0,810560.46,724398.43,2023-06-22,2023-07-18,2023-08-25,2024-03-18,Completed,Sai Urban Works Pvt Ltd,Municipal Corporation
MPL-00096,Madhya Pradesh,Indore,Indore,S. Lalwani,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-36,Installation of RO Water Purification Plant at Village-36,Village-36,Block-8,22.82495,75.79322,762147.0,728016.52,643387.12,2023-12-21,2024-01-16,2024-03-06,2024-09-14,Completed,National Civil Projects,District Rural Development Agency (DRDA)
MPL-00097,Maharashtra,Nagpur,Nagpur,N. Gadkari,Education & Schools,Construction of Additional Classrooms at Govt High School Village-57,Construction of Additional Classrooms at Govt High School Village-57,Village-57,Block-4,21.1464,79.00893,2912750.0,2898514.81,2344401.18,2023-01-18,2023-01-28,2023-03-10,,In Progress,Shree Ganesh Construction Co,District Rural Development Agency (DRDA)
MPL-00098,Kerala,Wayanad,Wayanad,P. Gandhi,Community Infrastructure,Installation of Public Shed and Seating Area at Village-86,Installation of Public Shed and Seating Area at Village-86,Village-86,Block-5,11.67613,76.1666,814911.0,786067.17,579801.81,2024-04-12,2024-04-28,2024-06-26,2025-02-21,Completed,Shree Ganesh Construction Co,Public Works Department (PWD)
MPL-00099,Maharashtra,Nagpur,Nagpur,N. Gadkari,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-29,Supply and installation of 25 Solar Street Lights in Village-29,Village-29,Block-9,21.13293,78.97146,906937.0,887719.15,716793.45,2023-02-08,2023-02-18,2023-03-20,2023-10-25,Completed,Surya Shakti Engineering,Minor Irrigation Division
MPL-00100,Bihar,Patna,Patna Sahib,R. S. Prasad,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-110,Construction of Public Toilets and Sanitation Block in Village-110,Village-110,Block-9,25.60115,85.09578,601640.0,608547.4,464567.92,2024-02-05,2024-03-02,2024-03-28,2024-06-17,Completed,Reliable Works Corporation,Minor Irrigation Division
MPL-00101,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Education & Schools,Construction of Community Hall at Village-Kalyanpur,Construction of Community Hall at Village-Kalyanpur with sanitary fittings,Village-12,Block-6,25.3176,82.9739,1800000.0,1351090.78,1109625.1,2023-01-03,2023-01-17,2023-02-23,2023-07-21,Completed,Shree Ganesh Construction Co,Minor Irrigation Division
MPL-00102,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Rural Connectivity & Roads,Development of Community Hall in Village-Kalyanpur,Development of Community Hall in Village-Kalyanpur with sanitary fittings,Village-87,Block-5,25.31775,82.97395,1900000.0,4543499.25,4384930.79,2024-04-04,2024-04-20,2024-06-18,2024-10-02,Completed,Surya Shakti Engineering,Public Works Department (PWD)
MPL-00103,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-81,Installation of RO Water Purification Plant at Village-81,Village-81,Block-6,25.39359,82.88123,825138.0,826407.36,822445.42,2024-06-22,2024-07-10,2024-08-24,,In Progress,Kisan Rural Developers,Public Works Department (PWD)
MPL-00104,Gujarat,Rajkot,Rajkot,P. Rupala,Rural Connectivity & Roads,Paver Block Road Construction in Village-103,Paver Block Road Construction in Village-103,Village-103,Block-2,22.43119,70.80798,961097.0,999025.49,784248.84,2023-06-18,2023-07-11,2023-08-26,2024-01-27,Completed,Shree Ganesh Construction Co,Municipal Corporation
MPL-00105,Maharashtra,Nagpur,Nagpur,N. Gadkari,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-83,Supply and installation of 25 Solar Street Lights in Village-83,Village-83,Block-6,21.04579,79.07137,553790.0,530534.64,497456.14,2023-10-12,2023-11-10,2023-12-23,2024-06-09,Completed,Surya Shakti Engineering,Public Works Department (PWD)
MPL-00106,Madhya Pradesh,Indore,Indore,S. Lalwani,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-15,Widening of Rural Link Road connecting Village-15,Village-15,Block-3,22.57894,75.9623,2314745.0,2354369.71,1902403.43,2024-05-28,2024-06-09,2024-08-06,,In Progress,Surya Shakti Engineering,Public Works Department (PWD)
MPL-00107,Bihar,Patna,Patna Sahib,R. S. Prasad,Rural Connectivity & Roads,Paver Block Road Construction in Village-99,Paver Block Road Construction in Village-99,Village-99,Block-5,25.61628,85.14644,1094799.0,1043604.59,816754.48,2024-03-19,2024-04-05,2024-05-13,2024-07-31,Completed,Vanguard Infra Solutions,District Rural Development Agency (DRDA)
MPL-00108,Gujarat,Rajkot,Rajkot,P. Rupala,Community Infrastructure,Installation of Public Shed and Seating Area at Village-48,Installation of Public Shed and Seating Area at Village-48,Village-48,Block-4,22.28778,70.95111,661642.0,662816.1,644480.83,2023-04-18,2023-05-01,2023-06-01,2024-01-27,Completed,Sai Urban Works Pvt Ltd,Municipal Corporation
MPL-00109,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Development of Community Center and Boundary Wall in Village-45,Development of Community Center and Boundary Wall in Village-45,Village-45,Block-3,21.1608,79.02531,1742333.0,1779509.14,1740902.06,2024-11-08,2024-11-29,2025-01-03,2025-03-20,Completed,Sai Urban Works Pvt Ltd,Rural Engineering Service (RES)
MPL-00110,Bihar,Patna,Patna Sahib,R. S. Prasad,Community Infrastructure,Construction of Community Hall at Village Village-36,Construction of Community Hall at Village Village-36,Village-36,Block-7,25.48303,85.25287,1496471.0,1539924.49,1059329.69,2024-06-26,2024-07-21,2024-09-10,2025-03-30,Completed,Shree Ganesh Construction Co,District Rural Development Agency (DRDA)
MPL-00111,Madhya Pradesh,Indore,Indore,S. Lalwani,Education & Schools,Solar Rooftop Power System installation for School at Village-19,Solar Rooftop Power System installation for School at Village-19,Village-19,Block-3,22.6081,75.95642,565707.0,592429.85,505007.53,2024-03-22,2024-04-05,2024-05-19,2024-10-14,Completed,Reliable Works Corporation,Minor Irrigation Division
MPL-00112,Madhya Pradesh,Indore,Indore,S. Lalwani,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-32,Installation of Solar LED High-Mast Lighting System at Village-32,Village-32,Block-5,22.85384,75.86337,671634.0,648329.34,503320.59,2023-11-11,2023-11-27,2024-01-26,,In Progress,Sai Urban Works Pvt Ltd,Public Works Department (PWD)
MPL-00113,Rajasthan,Jaipur,Jaipur,M. Joshi,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-78,Drilling of Deep Borewell and Overhead Tank Setup at Village-78,Village-78,Block-10,26.81376,75.82464,1094274.0,1097937.41,930977.62,2023-06-11,2023-06-22,2023-08-13,2023-11-20,Completed,Local Panchayat Works Unit,District Rural Development Agency (DRDA)
MPL-00114,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Community Infrastructure,Construction of Community Hall at Village Village-148,Construction of Community Hall at Village Village-148,Village-148,Block-4,25.4343,82.98757,1555023.0,1578524.06,1446307.77,2024-02-09,2024-03-02,2024-04-25,2024-10-29,Completed,Sai Urban Works Pvt Ltd,Municipal Corporation
MPL-00115,Rajasthan,Jaipur,Jaipur,M. Joshi,Education & Schools,Construction of Additional Classrooms at Govt High School Village-16,Construction of Additional Classrooms at Govt High School Village-16,Village-16,Block-3,27.02085,75.73309,1531518.0,1522268.47,1294554.4,2023-07-07,2023-07-28,2023-09-02,2024-01-20,Completed,Kisan Rural Developers,Municipal Corporation
MPL-00116,Gujarat,Rajkot,Rajkot,P. Rupala,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-120,Construction of CC Road and Drainage Channel at Village-120,Village-120,Block-6,22.26914,70.83681,1756947.0,1716093.01,1360537.0,2023-03-13,2023-04-10,2023-04-28,,In Progress,Bharat Engineers & Builders,Rural Engineering Service (RES)
MPL-00117,Kerala,Wayanad,Wayanad,P. Gandhi,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-128,Installation of RO Water Purification Plant at Village-128,Village-128,Block-10,11.65337,76.11917,1039728.0,1036277.67,1002009.47,2024-05-03,2024-05-24,2024-06-09,,In Progress,Bharat Engineers & Builders,Rural Engineering Service (RES)
MPL-00118,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Community Infrastructure,Development of Community Center and Boundary Wall in Village-127,Development of Community Center and Boundary Wall in Village-127,Village-127,Block-6,25.29688,83.08864,1426543.0,1481085.37,1278579.12,2024-04-15,2024-04-26,2024-05-29,2024-08-24,Completed,Kisan Rural Developers,Municipal Corporation
MPL-00119,Madhya Pradesh,Indore,Indore,S. Lalwani,Community Infrastructure,Installation of Public Shed and Seating Area at Village-144,Installation of Public Shed and Seating Area at Village-144,Village-144,Block-3,22.65352,76.00443,502055.0,495152.94,394906.68,2024-01-18,2024-01-31,2024-03-18,2024-10-04,Completed,Local Panchayat Works Unit,Public Works Department (PWD)
MPL-00120,Madhya Pradesh,Indore,Indore,S. Lalwani,Rural Connectivity & Roads,Paver Block Road Construction in Village-143,Paver Block Road Construction in Village-143,Village-143,Block-8,22.58127,75.92178,883366.0,905888.76,671108.49,2024-05-22,2024-06-05,2024-07-15,2024-09-24,Completed,Surya Shakti Engineering,Minor Irrigation Division
MPL-00121,Maharashtra,Nagpur,Nagpur,N. Gadkari,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-82,Widening of Rural Link Road connecting Village-82,Village-82,Block-1,21.1555,79.15082,2681582.0,2652876.89,2373066.38,2023-10-13,2023-11-03,2023-12-25,2024-07-02,Completed,Sai Urban Works Pvt Ltd,Municipal Corporation
MPL-00122,Kerala,Wayanad,Wayanad,P. Gandhi,Community Infrastructure,Development of Community Center and Boundary Wall in Village-150,Development of Community Center and Boundary Wall in Village-150,Village-150,Block-4,11.82552,76.21687,1122623.0,1155937.38,1030115.79,2024-09-25,2024-10-06,2024-10-22,2025-02-26,Completed,Local Panchayat Works Unit,Minor Irrigation Division
